0.31312764,0.81725216,0.534392,0.01952821,0.040169805,0.96956956,0.18585509,0.8582447,0.54639757,0.25102514,0.17766362,0.9430152,0.080305904,0.9738834,0.0537107,0.011711717,0.8248443,0.8538592,0.054605156,0.013771027,0.09098172,0.23022994,0.8196924,0.51489705,0.052212626,0.23336312,0.92979217,0.9851276,0.008774161,0.06152901,0.15987468,0.045158356,0
0.003504932,0.005360991,0,1.22E-06,4.11E-05,0,0,0.000326872,0.000220507,0.002166629,0.005690545,1.19E-07,1.19E-05,0.000342548,0.000254363,0,0.000275105,0.000409037,1.45E-05,2.80E-06,0,0.002770126,0.000199348,0.003074527,0.000149757,5.96E-08,0.000737131,0.001619011,0.001281112,0.002754659,0.000254393,5.66E-07,1
0.078486204,0.7103555,0.15808058,0.3107046,0.5500094,0.17914206,0.095009506,0.32232934,0.21543634,0.24716347,0.2788844,0.076853365,0.14951631,0.6517645,0.19939882,0.039848387,0.1264422,0.4816886,0.14063662,0.029436141,0.07827732,0.07243371,0.2518811,0.17174205,0.1921497,0.021491706,0.24351943,0.17801937,0.34533715,0.42370957,0.8364241,0.127981,0
0.01358217,0.9925096,5.96E-08,5.17E-05,0.000225335,2.53E-06,2.98E-08,0.000686944,0.000517696,1.51E-05,0.00124979,4.77E-07,0.0441778,0.023262054,0.000558138,0,0.004920483,0.012757927,1.23E-05,8.20E-06,0,5.33E-06,0.000173032,6.03E-05,0.000193417,6.56E-07,0.64209896,0.6580349,0.001863688,0.8098315,0.794485,0.001233399,1
0.007219702,0.13574585,7.45E-07,7.77E-05,0.005129874,1.29E-05,8.94E-08,0.009531915,0.0044204,0.00621447,0.006922096,2.50E-05,0.00073275,0.015782595,0.016760767,0,0.000545949,0.015368283,0.002237409,0.0001311,6.26E-07,0.00371173,0.010895193,0.001263887,0.000104755,1.25E-06,0.004778773,0.022552699,0.036126226,0.012788355,0.06567526,0.000131458,0
0.97080255,0.16603774,0.084157914,0.000519276,0.001715928,0.063225,0.00317353,0.81573653,0.08213064,0.8388034,0.1096825,0.8244415,0.000240356,0.5235661,0.000319898,3.76E-05,0.016254991,0.98945236,0.000920832,0.01116097,0.000681877,0.115174204,0.99198234,0.76208246,0.001966953,0.12127605,0.8953144,0.65645087,0.000235915,0.01225245,0.020335495,0.000706702,1
0.9224401,0.9965052,0.68555784,0.8459709,0.20818457,0.9957175,0.93680775,0.18470892,0.23995942,0.928444,0.001460999,0.84223926,0.5784714,0.96090126,0.03209254,0.6395013,0.83700174,0.96782744,0.03925547,0.24022582,0.5306258,0.06360093,0.9349624,0.09484416,0.30418447,0.80788904,0.8965547,0.97590744,0.07924184,0.9562868,0.9523517,0.8465774,0
0.76959836,0.93953764,0.18772784,4.74E-06,0.03195882,0.70893836,0.009897143,0.32242692,0.21987653,0.9963769,0.04537469,0.011925668,0.7770378,0.50956017,0.36027783,0.026052535,0.000257373,0.001072079,0.9501124,0.43615532,0.12644392,0.81152564,0.038765848,0.87075055,1.20E-05,0.028837293,0.003219247,0.006964684,9.61E-05,1.49E-06,0.053938776,0.8871491,
0.06624392,0.14941326,0.20497912,0.008970439,0.3020311,0.863484,0.6482328,0.8433227,0.93920124,0.5828662,0.91777563,0.121647,0.04041049,0.99589825,0.022139102,0.003006458,0.011673778,0.070095986,0.9663157,0.006833136,0.88409674,0.056118965,0.72401464,0.2914802,0.02031225,0.003948391,0.4124648,0.023981541,0.09225854,0.000693858,0.09611738,0.06035143,
0.17500368,0.26838464,0.033806503,0.18544129,0.35272887,0.12697333,0.015700787,0.12617004,0.16979042,0.3082683,0.19437137,0.050519764,0.05073583,0.38437945,0.12697601,0.006441236,0.13769418,0.39175737,0.10280225,0.05595237,0.013953865,0.07500744,0.16671216,0.09939581,0.13990673,0.025719553,0.12166551,0.27899158,0.3345818,0.20036459,0.42663342,0.05495709,
